entity1_canonical_text,entity1_type,pred_label,entity2_canonical_text,entity2_type,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,unique_pmid_count,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title
TH,GeneOrGeneProduct,Association,Amphiprion ocellaris,OrganismTaxon,General association,1,7.3789496,7.379,31274100,1,1,False,False,[Metamorphosis of marine fish larvae and thyroid hormones].
chlorpyrifos,ChemicalEntity,Positive_Correlation,R. (B.) microplus,OrganismTaxon,Positive effect,1,7.377916,7.378,25054487,1,1,True,False,Rhipicephalus (Boophilus) microplus resistant to acaricides and ivermectin in cattle farms of Mexico.
lambda-cyhalothrin,ChemicalEntity,Negative_Correlation,D. citri,OrganismTaxon,Negative effect,1,7.377005,7.377,19449650,1,1,True,False,Influence of posttreatment temperature on the toxicity of insecticides against Diaphorina citri (Hemiptera: Psyllidae).
Spinosad Granules,ChemicalEntity,Negative_Correlation,Aedes spp.,OrganismTaxon,Negative effect,1,7.376801,7.377,31390780,1,1,False,True,"Efficacy of Spinosad Granules and Lambda-Cyhalothrin Contrasts with Reduced Performance of Temephos for Control of Aedes spp. in Vehicle Tires in Veracruz, Mexico."
Spinosad Granules,ChemicalEntity,Negative_Correlation,λ-cyhalothrin,ChemicalEntity,Negative effect,1,7.376801,7.377,31390780,1,0,False,True,"Efficacy of Spinosad Granules and Lambda-Cyhalothrin Contrasts with Reduced Performance of Temephos for Control of Aedes spp. in Vehicle Tires in Veracruz, Mexico."
CYP321B1,GeneOrGeneProduct,Association,tomato plants,OrganismTaxon,General association,1,7.376512,7.377,36127062,1,1,False,False,Herbivore-induced tomato plant volatiles lead to the reduction of insecticides susceptibility in Spodoptera litura.
PAL,GeneOrGeneProduct,Positive_Correlation,EBL,GeneOrGeneProduct,Positive effect,1,7.375831,7.376,36464116,1,1,False,False,Interactive effect of 24-epibrassinolide and plant growth promoting rhizobacteria inoculation restores photosynthetic attributes in Brassica juncea L. under chlorpyrifos toxicity.
"magnesium methyl (3R,22S)-16-ethenyl-11-ethyl-4-hydroxy-12,17,21,26-tetramethyl-22-[3-oxo-3-[(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-enoxy]propyl]-23,25-diazonia-7,24-diazanidahexacyclo[18.2.1.15,8.110,13.115,18.02,6]hexacosa-1(23),2(6),4,8(26),9,11,13(25),14,16,18,20-undecaene-3-carboxylate",ChemicalEntity,Positive_Correlation,"(1E,3E,5E,7E,9E,11E,13E,15Z)-1-[(2R,4S)-2,4-dihydroxy-2,6,6-trimethylcyclohexylidene]-16-(hydroxymethyl)-18-[(4R)-4-hydroxy-2,6,6-trimethylcyclohexen-1-yl]-3,7,12-trimethyloctadeca-3,5,7,9,11,13,15-heptaen-17-yn-2-one",ChemicalEntity,Positive effect,1,7.375831,7.376,36464116,1,1,False,False,Interactive effect of 24-epibrassinolide and plant growth promoting rhizobacteria inoculation restores photosynthetic attributes in Brassica juncea L. under chlorpyrifos toxicity.
organophosphorous pesticide,ChemicalEntity,Positive_Correlation,B. juncea,OrganismTaxon,Positive effect,1,7.375831,7.376,36464116,1,1,False,True,Interactive effect of 24-epibrassinolide and plant growth promoting rhizobacteria inoculation restores photosynthetic attributes in Brassica juncea L. under chlorpyrifos toxicity.
spinosad,ChemicalEntity,Negative_Correlation,fruit fly,OrganismTaxon,Negative effect,1,7.374406,7.374,15841224,1,1,True,False,Toxicity of fruit fly baits to beneficial insects in citrus.
TSG,DiseaseOrPhenotypicFeature,Positive_Correlation,Patients,OrganismTaxon,Positive effect,1,7.3733654,7.373,26535579,1,1,False,False,Relationship between Urinary N-Desmethyl-Acetamiprid and Typical Symptoms including Neurological Findings: A Prevalence Case-Control Study.
(2-butan-2-ylphenyl) N-methylcarbamate,ChemicalEntity,Association,Sphingobium,OrganismTaxon,General association,1,7.372922,7.373,24197220,1,1,False,False,Isolation and characterization of fenobucarb-degrading bacteria from rice paddy soils.
"5-[(3aS,4S,6aR)-2-amino-2,3,3a,4,6,6a-hexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoic acid",ChemicalEntity,Association,oxidane,ChemicalEntity,General association,1,7.3723497,7.372,36403449,1,1,False,False,Ball milling and acetic acid co-modified sludge biochar enhanced by electrochemistry to activate peroxymonosulfate for sustainable degradation of environmental concentration neonicotinoids.
2-ethylsulfanyl-1H-benzimidazole;hydrobromide,ChemicalEntity,Negative_Correlation,TBA,ChemicalEntity,Negative effect,1,7.371625,7.372,15446413,1,1,False,True,[The influence of the actoprotectors on lipid peroxidation and erythrocyte membranes in rats poisoned with malathion ].
"16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene",ChemicalEntity,Association,Bax,GeneOrGeneProduct,General association,1,7.3709903,7.371,34802527,1,1,False,False,Berberine affords protection against oxidative stress and apoptotic damage in F1 generation of wistar rats following lactational exposure to chlorpyrifos.
carbaril,ChemicalEntity,Negative_Correlation,cholinesterase,ChemicalEntity,Negative effect,1,7.370949,7.371,3083676,1,1,True,True,Subacute neurotoxicity following long-term exposure to carbaryl.
carbendazim,ChemicalEntity,Negative_Correlation,F. solani,OrganismTaxon,Negative effect,1,7.37085,7.371,35419713,1,1,True,False,Deciphering β-tubulin gene of carbendazim resistant Fusarium solani isolate and its comparison with other Fusarium species.
fenvalerate,ChemicalEntity,Negative_Correlation,SDH,GeneOrGeneProduct,Negative effect,1,7.3707156,7.371,11802603,1,1,True,False,"Effect of pyrethroids on carbohydrate metabolic pathways in common carp, Cyprinus carpio."
DPP,ChemicalEntity,Negative_Correlation,I. scapularis,OrganismTaxon,Negative effect,1,7.3706307,7.371,34419129,1,1,False,True,"Vectra 3D (dinotefuran, pyriproxyfen and permethrin) prevents acquisition of Borrelia burgdorferi sensu stricto by Ixodes ricinus and Ixodes scapularis ticks in an ex vivo feeding model."
2-phenyl-4-(propan-2-ylamino)-2-pyridin-2-ylbutanamide,ChemicalEntity,Association,cypermethrin,ChemicalEntity,General association,1,7.3703923,7.37,19393156,1,1,True,False,Analysis of permethrin isomers in composite diet samples by molecularly imprinted solid-phase extraction and isotope dilution gas chromatography-ion trap mass spectrometry.
ERK1/2,GeneOrGeneProduct,Association,human,OrganismTaxon,General association,1,7.3700304,7.37,34547448,1,1,False,False,Characterization of the ERK1/2 phosphorylation profile in human and fish liver cells upon exposure to chemicals of environmental concern.
mancozeb,ChemicalEntity,Association,cytotoxicity,DiseaseOrPhenotypicFeature,General association,1,7.3700304,7.37,34547448,1,1,True,False,Characterization of the ERK1/2 phosphorylation profile in human and fish liver cells upon exposure to chemicals of environmental concern.
imidacloprid,ChemicalEntity,Association,Cab39,GeneOrGeneProduct,General association,1,7.369901,7.37,35661494,1,1,True,False,Eucalyptol relieves imidacloprid-induced autophagy through the miR-451/Cab39/AMPK axis in Ctenopharyngodon idellus kidney cells†.
"(3aS)-2,2-difluoro-3a,4-dihydro-3H-pyrrolo[1,2-a]indol-1-one",ChemicalEntity,Positive_Correlation,HBK,ChemicalEntity,Positive effect,1,7.369328,7.369,32783863,1,0,False,True,Solar photocatalytic degradation of pesticides over TiO2-rGO nanocomposites at pilot plant scale.
2-aminoacetic acid,ChemicalEntity,Positive_Correlation,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenoic acid",ChemicalEntity,Positive effect,1,7.369328,7.369,32783869,1,1,False,False,"Mutagenic, genotoxic and morphotoxic potential of different pesticides in the erythrocytes of Podocnemis expansa neonates."
2-aminoacetic acid,ChemicalEntity,Positive_Correlation,2-aminoacetic acid,ChemicalEntity,Positive effect,1,7.369328,7.369,32783869,1,1,False,False,"Mutagenic, genotoxic and morphotoxic potential of different pesticides in the erythrocytes of Podocnemis expansa neonates."
2-aminoacetic acid,ChemicalEntity,Positive_Correlation,2-dimethoxyphosphinothioylsulfanyl-N-methylacetamide,ChemicalEntity,Positive effect,1,7.369328,7.369,32783869,1,1,False,False,"Mutagenic, genotoxic and morphotoxic potential of different pesticides in the erythrocytes of Podocnemis expansa neonates."
2-dimethoxyphosphinothioylsulfanyl-N-methylacetamide,ChemicalEntity,Positive_Correlation,2-dimethoxyphosphinothioylsulfanyl-N-methylacetamide,ChemicalEntity,Positive effect,1,7.369328,7.369,32783869,1,1,False,False,"Mutagenic, genotoxic and morphotoxic potential of different pesticides in the erythrocytes of Podocnemis expansa neonates."
2-dimethoxyphosphinothioylsulfanyl-N-methylacetamide,ChemicalEntity,Positive_Correlation,Amazonian turtles,OrganismTaxon,Positive effect,1,7.369328,7.369,32783869,1,1,False,False,"Mutagenic, genotoxic and morphotoxic potential of different pesticides in the erythrocytes of Podocnemis expansa neonates."
BRCP,GeneOrGeneProduct,Positive_Correlation,GST/M1,GeneOrGeneProduct,Positive effect,1,7.369328,7.369,32800223,1,1,False,False,Chronic exposure of human glioblastoma tumors to low concentrations of a pesticide mixture induced multidrug resistance against chemotherapy agents.
PFRs,ChemicalEntity,Positive_Correlation,ATZ,ChemicalEntity,Positive effect,1,7.369328,7.369,32768854,1,1,False,True,Activation of peroxymonosulfate by cobalt-impregnated biochar for atrazine degradation: The pivotal roles of persistent free radicals and ecotoxicity assessment.
PMS,ChemicalEntity,Positive_Correlation,Co(III),ChemicalEntity,Positive effect,1,7.369328,7.369,32768854,1,1,False,True,Activation of peroxymonosulfate by cobalt-impregnated biochar for atrazine degradation: The pivotal roles of persistent free radicals and ecotoxicity assessment.
PMS,ChemicalEntity,Positive_Correlation,molecular oxygen,ChemicalEntity,Positive effect,1,7.369328,7.369,32768854,1,1,False,True,Activation of peroxymonosulfate by cobalt-impregnated biochar for atrazine degradation: The pivotal roles of persistent free radicals and ecotoxicity assessment.
alachlor,ChemicalEntity,Positive_Correlation,HBK-rGO,ChemicalEntity,Positive effect,1,7.369328,7.369,32783863,1,1,True,True,Solar photocatalytic degradation of pesticides over TiO2-rGO nanocomposites at pilot plant scale.
chlorpyrifos-methyl,ChemicalEntity,Positive_Correlation,BRCP,GeneOrGeneProduct,Positive effect,1,7.369328,7.369,32800223,1,1,True,False,Chronic exposure of human glioblastoma tumors to low concentrations of a pesticide mixture induced multidrug resistance against chemotherapy agents.
cobalt,ChemicalEntity,Positive_Correlation,PMS,ChemicalEntity,Positive effect,1,7.369328,7.369,32768854,1,1,False,True,Activation of peroxymonosulfate by cobalt-impregnated biochar for atrazine degradation: The pivotal roles of persistent free radicals and ecotoxicity assessment.
diflufenican,ChemicalEntity,Positive_Correlation,glyphosate,ChemicalEntity,Positive effect,1,7.369328,7.369,32795764,1,1,True,False,Leaching of herbicidal residues from gravel surfaces - A lysimeter-based study comparing gravels with agricultural topsoil.
dioxotitanium,ChemicalEntity,Positive_Correlation,P25-rGO,ChemicalEntity,Positive effect,1,7.369328,7.369,32783863,1,0,False,True,Solar photocatalytic degradation of pesticides over TiO2-rGO nanocomposites at pilot plant scale.
fipronil,ChemicalEntity,Positive_Correlation,Amazonian turtles,OrganismTaxon,Positive effect,1,7.369328,7.369,32783869,1,1,True,False,"Mutagenic, genotoxic and morphotoxic potential of different pesticides in the erythrocytes of Podocnemis expansa neonates."
methomyl,ChemicalEntity,Positive_Correlation,pesticide·L,ChemicalEntity,Positive effect,1,7.369328,7.369,32783863,1,1,True,True,Solar photocatalytic degradation of pesticides over TiO2-rGO nanocomposites at pilot plant scale.
nuclear abnormalities,DiseaseOrPhenotypicFeature,Positive_Correlation,Amazonian turtles,OrganismTaxon,Positive effect,1,7.369328,7.369,32783869,1,1,False,False,"Mutagenic, genotoxic and morphotoxic potential of different pesticides in the erythrocytes of Podocnemis expansa neonates."
water,ChemicalEntity,Positive_Correlation,molecular oxygen,ChemicalEntity,Positive effect,1,7.369328,7.369,32783863,1,1,False,True,Solar photocatalytic degradation of pesticides over TiO2-rGO nanocomposites at pilot plant scale.
2-(1H-imidazol-5-yl)ethanamine,ChemicalEntity,Positive_Correlation,compound 48/80,ChemicalEntity,Positive effect,2,7.3692565,7.346,10771034,1,2,False,True,"Mechanism of histamine release induced by levofloxacin, a fluoroquinolone antibacterial agent."
carbonate,ChemicalEntity,Negative_Correlation,pesticide,ChemicalEntity,Negative effect,1,7.367965,7.368,20537677,1,1,False,True,Phototransformation of selected organophosphorus pesticides: roles of hydroxyl and carbonate radicals.
"(1R,2R,3S,7R,9R,10R,12S)-3,10-dihydroxy-2-(hydroxymethyl)-1,5-dimethylspiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-4-one",ChemicalEntity,Positive_Correlation,F. graminearum,OrganismTaxon,Positive effect,2,7.3679233,6.578,36464359,1,2,False,False,Activity and cell toxicology of fluazinam on Fusarium graminearum.
DON,ChemicalEntity,Positive_Correlation,F. graminearum,OrganismTaxon,Positive effect,2,7.3679233,6.668,36464359,1,2,False,True,Activity and cell toxicology of fluazinam on Fusarium graminearum.
fluazinam,ChemicalEntity,Positive_Correlation,fungal,OrganismTaxon,Positive effect,2,7.3679233,6.843,36464359,1,2,True,False,Activity and cell toxicology of fluazinam on Fusarium graminearum.
"(1R,2R,3S,7R,9R,10R,12S)-3,10-dihydroxy-2-(hydroxymethyl)-1,5-dimethylspiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-4-one",ChemicalEntity,Positive_Correlation,Fusarium graminearum,OrganismTaxon,Positive effect,1,7.3679233,7.368,36464359,1,0,False,False,Activity and cell toxicology of fluazinam on Fusarium graminearum.
2-phenylchromenylium,ChemicalEntity,Positive_Correlation,EBL,GeneOrGeneProduct,Positive effect,1,7.3679233,7.368,36464116,1,1,False,False,Interactive effect of 24-epibrassinolide and plant growth promoting rhizobacteria inoculation restores photosynthetic attributes in Brassica juncea L. under chlorpyrifos toxicity.
D1 subunit PSII,GeneOrGeneProduct,Positive_Correlation,Brassica juncea L.,OrganismTaxon,Positive effect,1,7.3679233,7.368,36464116,1,1,False,False,Interactive effect of 24-epibrassinolide and plant growth promoting rhizobacteria inoculation restores photosynthetic attributes in Brassica juncea L. under chlorpyrifos toxicity.
Infection,DiseaseOrPhenotypicFeature,Positive_Correlation,F. graminearum,OrganismTaxon,Positive effect,1,7.3679233,7.368,36464359,1,1,False,False,Activity and cell toxicology of fluazinam on Fusarium graminearum.
PSY,GeneOrGeneProduct,Positive_Correlation,EBL,GeneOrGeneProduct,Positive effect,1,7.3679233,7.368,36464116,1,1,False,False,Interactive effect of 24-epibrassinolide and plant growth promoting rhizobacteria inoculation restores photosynthetic attributes in Brassica juncea L. under chlorpyrifos toxicity.
carbendazim,ChemicalEntity,Positive_Correlation,"isoindole-1,3-dione",ChemicalEntity,Positive effect,1,7.3679233,7.368,36495984,1,1,True,False,High and low temperature processing: Effective tool reducing pesticides in/on apple used in a risk assessment of dietary intake protocol.
fluazinam,ChemicalEntity,Positive_Correlation,fungicide,ChemicalEntity,Positive effect,1,7.3679233,7.368,36464359,1,1,True,True,Activity and cell toxicology of fluazinam on Fusarium graminearum.
fungicide,ChemicalEntity,Positive_Correlation,Fusarium head blight,DiseaseOrPhenotypicFeature,Positive effect,1,7.3679233,7.368,36464359,1,1,False,True,Activity and cell toxicology of fluazinam on Fusarium graminearum.
(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,ChemicalEntity,Association,2-hydroxyethyl(trimethyl)azanium,ChemicalEntity,General association,1,7.3674655,7.367,35469890,1,1,False,False,γ-Aminobutyric acid (GABA) improves pesticide detoxification in plants.
CHT,DiseaseOrPhenotypicFeature,Association,CHT,GeneOrGeneProduct,General association,1,7.3674655,7.367,35469890,1,1,False,False,γ-Aminobutyric acid (GABA) improves pesticide detoxification in plants.
EC,ChemicalEntity,Association,yeast,OrganismTaxon,General association,1,7.3674655,7.367,35479248,1,1,False,True,Novel fabrication of a yeast biochar-based photothermal-responsive platform for controlled imidacloprid release.
NH4HCO3,ChemicalEntity,Association,calcium,ChemicalEntity,General association,1,7.3674655,7.367,35479248,1,1,False,True,Novel fabrication of a yeast biochar-based photothermal-responsive platform for controlled imidacloprid release.
YINCP@EC,ChemicalEntity,Association,yeast,OrganismTaxon,General association,1,7.3674655,7.367,35479248,1,0,False,True,Novel fabrication of a yeast biochar-based photothermal-responsive platform for controlled imidacloprid release.
calcium,ChemicalEntity,Association,azane,ChemicalEntity,General association,1,7.3674655,7.367,35479248,1,1,False,False,Novel fabrication of a yeast biochar-based photothermal-responsive platform for controlled imidacloprid release.
calcium alginate,ChemicalEntity,Association,NH4HCO3,ChemicalEntity,General association,1,7.3674655,7.367,35479248,1,1,False,True,Novel fabrication of a yeast biochar-based photothermal-responsive platform for controlled imidacloprid release.
carbamate,ChemicalEntity,Association,patients,OrganismTaxon,General association,1,7.3674655,7.367,35468782,1,1,True,False,Environmental pesticide exposure and non-Hodgkin lymphoma survival: a population-based study.
chlorothalonil,ChemicalEntity,Association,2-hydroxyethyl(trimethyl)azanium,ChemicalEntity,General association,1,7.3674655,7.367,35469890,1,1,True,False,γ-Aminobutyric acid (GABA) improves pesticide detoxification in plants.
glycosyltransferases,GeneOrGeneProduct,Association,plant,OrganismTaxon,General association,1,7.3674655,7.367,35469890,1,1,False,False,γ-Aminobutyric acid (GABA) improves pesticide detoxification in plants.
pesticide,ChemicalEntity,Association,tomato,OrganismTaxon,General association,1,7.3674655,7.367,35469890,1,1,False,True,γ-Aminobutyric acid (GABA) improves pesticide detoxification in plants.
polyamine,ChemicalEntity,Association,tomato,OrganismTaxon,General association,1,7.3674655,7.367,35469890,1,1,False,True,γ-Aminobutyric acid (GABA) improves pesticide detoxification in plants.
clofenotane,ChemicalEntity,Positive_Correlation,P. argentipes,OrganismTaxon,Positive effect,1,7.3670506,7.367,33733549,1,1,True,False,"Insecticide susceptibility of Phlebotomus argentipes sandflies, vectors of visceral leishmaniasis in India."
"N,N-diethyl-3-methylbenzamide",ChemicalEntity,Negative_Correlation,tPMT,ChemicalEntity,Negative effect,1,7.3666987,7.367,15663293,1,1,False,True,Inhibition of trans-permethrin hydrolysis in human liver fractions by chloropyrifos oxon and carbaryl.
fipronil,ChemicalEntity,Association,loam,ChemicalEntity,General association,1,7.366457,7.366,34606862,1,1,True,True,Pesticide effects on nitrogen cycle related microbial functions and community composition.
"3-[18-(2-carboxyethyl)-8,13-bis(ethenyl)-3,7,12,17-tetramethylporphyrin-21,24-diid-2-yl]propanoic acid;iron(2+)",ChemicalEntity,Association,CYP,GeneOrGeneProduct,General association,1,7.3661237,7.366,18322939,1,1,False,False,Metabolic interactions of agrochemicals in humans.
"1,2-dimethoxy-12-methyl-[1,3]benzodioxolo[5,6-c]phenanthridin-12-ium;hydrochloride",ChemicalEntity,Negative_Correlation,carbofuran,ChemicalEntity,Negative effect,2,7.36553,7.366,19934164,1,2,True,False,"Time-course, dose-response, and age comparative sensitivity of N-methyl carbamates in rats."
MAPK,GeneOrGeneProduct,Association,SsPbs,GeneOrGeneProduct,General association,1,7.365473,7.365,33044139,1,1,False,False,Exploring the Biological and Molecular Characteristics of Resistance to Fludioxonil in Sclerotinia sclerotiorum From Soybean in China.
fludioxonil,ChemicalEntity,Association,fludioxonil,ChemicalEntity,General association,1,7.365473,7.365,33044139,1,1,True,False,Exploring the Biological and Molecular Characteristics of Resistance to Fludioxonil in Sclerotinia sclerotiorum From Soybean in China.
potato dextrose agar,ChemicalEntity,Association,tomato,OrganismTaxon,General association,1,7.365473,7.365,33044139,1,1,False,True,Exploring the Biological and Molecular Characteristics of Resistance to Fludioxonil in Sclerotinia sclerotiorum From Soybean in China.
"(3S,9S,10R,13R,14R,17R)-17-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",ChemicalEntity,Association,EBIF,ChemicalEntity,General association,1,7.3653793,7.365,7871535,1,0,False,True,Toxic interactions between fungicides that inhibit ergosterol biosynthesis and phosphorothioate insecticides in the male rat and bobwhite quail (Colinus virginianus).
35S,ChemicalEntity,Association,mice,OrganismTaxon,General association,1,7.3653793,7.365,7728906,1,1,False,True,The incorporation of radiolabelled sulphur from captan into protein and its impact on a DNA binding study.
EBIF,ChemicalEntity,Association,quail,OrganismTaxon,General association,1,7.3653793,7.365,7871535,1,1,False,True,Toxic interactions between fungicides that inhibit ergosterol biosynthesis and phosphorothioate insecticides in the male rat and bobwhite quail (Colinus virginianus).
THPI,ChemicalEntity,Association,THPI,GeneOrGeneProduct,General association,1,7.3653793,7.365,7819767,1,1,False,True,Full scan confirmation of tetrahydrophthalimide in whole milk using gas chromatography/ion trap mass spectrometry.
cyfluthrin,ChemicalEntity,Association,alpha-cypermethrin,ChemicalEntity,General association,1,7.3653793,7.365,7777920,1,1,True,False,Comparative susceptibility of Periplaneta americana (L) to five pyrethroid insecticides.
cadmium,ChemicalEntity,Positive_Correlation,"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",ChemicalEntity,Positive effect,1,7.364828,7.365,19666090,1,1,False,False,Chlordecone increased subcellular distribution of scavenger receptor class B type II to murine hepatic microsomes without altering cytosolic cholesterol binding proteins.
neurobehavioral teratogenicity,DiseaseOrPhenotypicFeature,Positive_Correlation,mice,OrganismTaxon,Positive effect,1,7.364828,7.365,19682500,1,1,False,False,Reversal of chlorpyrifos neurobehavioral teratogenicity in mice by nicotine administration and neural stem cell transplantation.
PKCα,GeneOrGeneProduct,Association,TSH,GeneOrGeneProduct,General association,1,7.3647943,7.365,33250241,1,1,False,False,PKCα mediated by the PI3K/Akt-FOXA1 cascade facilitates cypermethrin-induced hyperthyroidism.
pesticide,ChemicalEntity,Association,CSAD,ChemicalEntity,General association,1,7.364744,7.365,30665641,1,1,False,True,Effect of an eco-friendly o/w emulsion stabilized with amphiphilic sodium alginate derivatives on lambda-cyhalothrin adsorption-desorption on natural soil minerals.
carbendazim,ChemicalEntity,Negative_Correlation,seed rot,DiseaseOrPhenotypicFeature,Negative effect,1,7.362877,7.363,35142498,1,1,True,False,Cyclo(l-proline-l-serine) Dipeptide Suppresses Seed Borne Fungal Pathogens of Rice: Altered Cellular Membrane Integrity of Fungal Hyphae and Seed Quality Benefits.
deiquat,ChemicalEntity,Association,HMOX,GeneOrGeneProduct,General association,1,7.3627143,7.363,20826540,1,1,True,False,Hepatic response to oxidative injury in long-lived Ames dwarf mice.
cypermethrin,ChemicalEntity,Association,R. microplus,OrganismTaxon,General association,2,7.362436,7.362,36054968,1,2,True,False,Acaricidal activity of carvacrol and thymol on acaricide-resistant Rhipicephalus microplus (Acari: Ixodidae) populations and combination with cypermethrin: Is there cross-resistance and synergism?
"5-[(3aS,4S,6aR)-2-amino-2,3,3a,4,6,6a-hexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoic acid",ChemicalEntity,Association,AChRs,GeneOrGeneProduct,General association,1,7.3622913,7.362,10369463,1,1,False,False,Minor structural changes in nicotinoid insecticides confer differential subtype selectivity for mammalian nicotinic acetylcholine receptors.
pyrethroid insecticides,ChemicalEntity,Association,lice,OrganismTaxon,General association,1,7.3621492,7.362,18947873,1,1,False,True,Pesticide exposure resulting from treatment of lice infestation in school-aged children in Georgia.
mirex,ChemicalEntity,Positive_Correlation,skuas,OrganismTaxon,Positive effect,1,7.36208,7.362,16683630,1,1,True,False,Organochlorines in antarctic and arctic avian top predators: a comparison between the South Polar Skua and two species of northern hemisphere gulls.
acetamiprid,ChemicalEntity,Negative_Correlation,B. tabaci,OrganismTaxon,Negative effect,1,7.3612585,7.361,17523144,1,1,True,False,Toxicity of insecticides to the sweetpotato whitefly (Hemiptera: Aleyrodidae) and its natural enemies.
carbon,ChemicalEntity,Association,iron,ChemicalEntity,General association,1,7.360755,7.361,28237260,1,1,False,True,Barley husk carbon as the fiber coating for the solid-phase microextraction of twelve pesticides in vegetables prior to gas chromatography-mass spectrometric detection.
"N-[(1R)-1-[(3S,8R,9R,10S,13R,14R,17R)-3-(dimethylamino)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethyl]-N-methylacetamide",ChemicalEntity,Positive_Correlation,zfPXR,GeneOrGeneProduct,Positive effect,1,7.3596,7.36,34084152,1,1,False,False,A Comparative Study of Human and Zebrafish Pregnane X Receptor Activities of Pesticides and Steroids Using In Vitro Reporter Gene Assays.
inflammatory,DiseaseOrPhenotypicFeature,Association,tumor necrosis-α,GeneOrGeneProduct,General association,1,7.359246,7.359,34537335,1,1,False,False,"Potential role of dietary chitosan nanoparticles against immunosuppression, inflammation, oxidative stress, and histopathological alterations induced by pendimethalin toxicity in Nile tilapia."
membrane lipid,ChemicalEntity,Association,Escherichia coli,OrganismTaxon,General association,1,7.3583612,7.358,18211903,1,1,False,True,Escherichia coli YqhD exhibits aldehyde reductase activity and protects from the harmful effect of lipid peroxidation-derived aldehydes.
azanium,ChemicalEntity,Negative_Correlation,Rhagoletis mendax,OrganismTaxon,Negative effect,1,7.3579297,7.358,11561850,1,1,False,False,Evaluation of various deployment strategies of imidacloprid-treated spheres in highbush blueberries for control of Rhagoletis mendax (Diptera: Tephritidae).
1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,ChemicalEntity,Positive_Correlation,formation of proximal tubules,DiseaseOrPhenotypicFeature,Positive effect,1,7.357173,7.357,32715474,1,1,False,False,ADAM10 mediates ectopic proximal tubule development and renal fibrosis through Notch signalling.
azoxystrobin,ChemicalEntity,Negative_Correlation,Sclerotium rolfsii,OrganismTaxon,Negative effect,2,7.357073,6.969,30678586,1,2,True,False,Enhanced Overwintering Survival of Stevia by QoI Fungicides Used for Management of Sclerotium rolfsii.
flonicamid,ChemicalEntity,Negative_Correlation,cotton,OrganismTaxon,Negative effect,2,7.356741,7.258,24398080,1,1,True,False,Effect of selected insecticides on Lygus hesperus (Heteroptera: Miridae) oviposition behavior in cotton.
"1,3,7-trimethylpurine-2,6-dione",ChemicalEntity,Association,fluoranthene,ChemicalEntity,General association,1,7.355721,7.356,31412529,1,1,False,False,Prioritizing chemicals of ecological concern in Great Lakes tributaries using high-throughput screening data and adverse outcome pathways.
CLO,ChemicalEntity,Association,CBBP,GeneOrGeneProduct,General association,1,7.355721,7.356,31404736,1,1,False,True,"Environmental photodegradation of emerging contaminants: A re-examination of the importance of triplet-sensitised processes, based on the use of 4-carboxybenzophenone as proxy for the chromophoric dissolved organic matter."
"(3R,4R)-3-(1-carboxyethenoxy)-4-hydroxycyclohexa-1,5-diene-1-carboxylic acid",ChemicalEntity,Association,2-(1H-indol-3-yl)acetic acid,ChemicalEntity,General association,1,7.3555446,7.356,35154181,1,1,False,False,A Glyphosate-Based Herbicide in Soil Differentially Affects Hormonal Homeostasis and Performance of Non-target Crop Plants.
λ-cyhalothrin,ChemicalEntity,Positive_Correlation,P. citri,OrganismTaxon,Positive effect,2,7.3546324,7.024,30341475,1,2,False,True,Spraying pyrethroid and neonicotinoid insecticides can induce outbreaks of Panonychus citri (Trombidiformes: Tetranychidae) in citrus groves.
chlorpyrifos,ChemicalEntity,Positive_Correlation,testicular deficiency,DiseaseOrPhenotypicFeature,Positive effect,1,7.3542156,7.354,34416397,1,0,True,False,"Testicular deficiency associated with exposure to cypermethrin, imidacloprid, and chlorpyrifos in adult rats."
